segment_id,total_score,level_text,accident_rate_score,road_shape_score,road_scale_score,intersection_score,traffic_volume_score,explanation,detail_description,detail_source,detail_source_ref,detail_updated_at,computed_at
SEG_000016,33.5,보통,0.0,50.0,50.0,40.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000017,29.2,쉬움,0.0,50.0,45.0,0.0,50.0,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000018,27.5,쉬움,0.0,50.0,50.0,0.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000019,40.0,보통,0.0,45.0,40.0,75.0,55.0,"보조간선도로, 복잡한 교차로",이 구간은 보조간선도로(왕복 2~4차선)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000020,29.5,쉬움,0.0,59.6,61.9,0.0,33.1,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000021,28.1,쉬움,0.0,54.0,55.4,0.0,36.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000022,29.0,쉬움,0.0,50.0,50.0,10.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000023,32.5,보통,0.0,58.7,61.6,25.0,31.3,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000024,37.5,보통,0.0,40.0,30.0,50.0,70.0,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000025,30.0,쉬움,0.0,40.0,30.0,0.0,70.0,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000026,28.3,쉬움,0.0,55.1,56.8,0.0,34.9,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000027,29.9,쉬움,0.0,55.1,56.8,10.7,34.9,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000028,27.8,쉬움,0.0,51.7,52.3,0.0,38.3,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000029,28.0,쉬움,0.0,53.3,54.4,0.0,36.7,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000030,28.6,쉬움,0.0,57.2,59.6,0.0,32.8,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000031,28.4,쉬움,0.0,56.2,58.2,0.0,33.8,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000032,29.0,쉬움,0.0,50.0,50.0,10.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000033,41.5,보통,0.0,48.0,46.0,90.0,46.1,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 90점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000034,45.0,보통,0.0,40.0,30.0,100.0,70.0,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000035,42.9,보통,0.0,65.0,70.0,87.5,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000036,44.4,보통,0.0,61.4,66.5,100.0,28.6,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000037,28.8,쉬움,0.0,45.0,40.0,0.0,55.0,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000038,43.8,보통,0.0,45.0,40.0,100.0,55.0,"보조간선도로, 복잡한 교차로",이 구간은 보조간선도로(왕복 2~4차선)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000039,30.0,쉬움,0.0,40.0,30.0,0.0,70.0,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000040,32.8,보통,0.0,51.0,49.0,24.6,46.0,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000041,29.6,쉬움,0.0,61.7,65.0,0.0,30.0,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000042,32.8,보통,0.0,50.0,50.0,35.0,40.0,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000043,38.6,보통,0.0,50.0,50.0,73.9,40.0,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000044,28.4,쉬움,0.0,55.4,58.1,0.0,34.6,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000045,29.4,쉬움,0.0,62.9,66.8,0.0,27.1,tertiary_link,이 구간은 집산도로 연결로입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000046,31.0,보통,0.0,54.8,57.2,17.6,35.2,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000047,27.9,쉬움,0.0,52.9,53.9,0.0,37.1,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000048,43.1,보통,0.0,53.9,55.2,100.0,36.1,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000049,37.5,보통,34.5,58.9,61.9,0.0,31.1,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000050,27.5,쉬움,0.0,50.0,50.0,0.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000051,31.0,보통,0.0,65.3,70.6,7.5,24.7,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000052,28.0,쉬움,0.0,53.2,54.2,0.0,36.8,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000053,27.9,쉬움,0.0,52.5,53.3,0.0,37.5,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000054,32.9,보통,0.0,55.8,57.8,30.0,34.2,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000055,31.0,보통,0.0,70.0,80.0,0.0,20.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000056,32.0,보통,0.0,50.0,50.0,30.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000057,37.5,보통,0.0,40.0,30.0,50.0,70.0,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000058,31.4,보통,0.0,57.4,37.7,0.0,57.2,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000059,31.5,보통,0.0,40.0,30.0,10.0,70.0,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000060,27.5,쉬움,0.0,50.0,50.0,0.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000061,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000062,27.5,쉬움,0.0,50.0,50.0,0.0,40.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000063,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000064,29.7,쉬움,0.0,63.3,67.5,0.0,27.5,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000065,28.8,쉬움,0.0,44.7,39.3,0.0,56.0,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000066,30.1,보통,0.0,66.4,72.8,0.0,23.6,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000067,30.5,보통,0.0,67.9,75.8,0.0,22.1,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000068,44.8,보통,0.0,65.0,70.0,100.0,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000069,40.3,보통,0.0,67.9,75.8,65.0,22.1,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 65점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000070,44.8,보통,0.0,65.0,70.0,100.0,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000071,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000072,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000073,34.5,보통,0.0,65.0,70.0,32.2,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000074,29.8,쉬움,0.0,65.0,70.0,0.0,25.0,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000075,30.2,보통,0.0,66.8,73.6,0.0,23.2,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000076,44.8,보통,0.0,65.0,70.0,100.0,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000077,44.8,보통,0.0,65.0,70.0,100.0,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
SEG_000078,44.8,보통,0.0,65.0,70.0,100.0,25.0,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-04-25 13:33:48
